DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,"1,2,4,5-TETRABROMOBENZENE (1,2,4,5-TBB)",1-METHYLNAPHTHALENE,2-CHLORONAPHTHALENE,2-METHYLNAPHTHALENE,7-ISOPROPYL-1-METHYLPHENANTHRENE (RETENE),ACENAPHTHENE,ACENAPHTHYLENE,ALDRIN,ALKALINITY TOTAL CACO3,ALPHA-BENZENE HEXACHLORIDE OR ALPHA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),ALPHA-CHLORDANE,ALPHA-ENDOSULFAN,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC TOTAL,B-HEXACHLOROCYCLOHEXANE (B-HCH),BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BENZO(A)ANTHRACENE,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PYRENE,BENZO(B)FLUORANTHENE,BENZO(E)PYRENE,"BENZO(G,H,I)PERYLENE",BENZO(K)FLUORANTHENE,BENZOPHENANTHRENE,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BETA-ENDOSULFAN,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CIS-NONACHLOR,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),"DIBENZO(A,H)ANTHRACENE OR DIBENZ(A,H)ANTHRACENE",DIBENZOTHIOPHENE (DBT),DIELDRIN,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ENDRIN,ENDRIN KETONE AS A SURROGATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FLUORANTHENE,FLUORENE,FLUORENE-D10,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GALLIUM DISSOLVED,GALLIUM TOTAL,GAMMA-BENZENE HEXACHLORIDE OR GAMMA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH) OR LINDANE,GAMMA-CHLORDANE,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL (CALCD.) CACO3,HEPTACHLOR,HEPTACHLOR EPOXIDE,HEXACHLOROBENZENE,HEXACHLOROBUTADIENE,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDENE,"INDENO(1,2,3-C,D)PYRENE",INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MERCURY TOTAL,MIREX,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NAPHTHALENE,NAPHTHALENE-D8,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM TOTAL,NITRATE (AS N),NITRATE AND NITRITE (AS N),NITRITE (AS N),NITRITE AND NITRATE UNFILTERED,NITROGEN DISSOLVED NITRITE,NITROGEN KJELDAHL TOTAL,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,"O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDE (2,4'-DDE)","O,P'-DDT (2,4'-DDT)","OIL AND GREASE, VISIBLE",OXYCHLORDANE,"P,P'-DDE (4,4'-DDE)","P,P'-DDT (4,4'-DDT)","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-METHOXYCHLOR (METHOXYCHLOR)",P-NAPHTHALENE,PENTACHLOROANISOLE,PENTACHLOROBENZENE,PERYLENE,PERYLENE-D12,PH,PH (FIELD),PHENANTHRENE,PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,PYRENE-D10,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILVER DISSOLVED,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE/UNFILTERED,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,TETRAHYDRONAPHTHALENE,THALLIUM DISSOLVED,THALLIUM TOTAL,THIOCYANATE,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TRANS-NONACHLOR,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2009-07-01 18:12:00,2009PN010048,NW06MA0001,,,,,,,,,6.2,,,,7.4,,10.8,0.01,,0.144,0.004,0.08,0.10,,14.1,,14.6,,,,,,,,,0.004,,0.004,,,0.001,0.001,2.6,,1.9,,0.004,,0.001,1.91,,,2.515,,3.2,0.329,,,,0.084,0.111,0.005,0.005,1.28,0.059,,0.038,,0.013,,0.015,,,,1.16,,0.43,,,,,,,,0.01,,,,,,,,0.06,,0.002,0.003,,,,,,,1.863,8.063,,,,,,,,,,,,,,10.0,,22.9,0.083,0.101,0.018,,0.007,0.6,,0.6,,,0.80,,,2.25,,4.73,,,0.029,,0.031,,,,,0.16,,0.17,0.001,0.001,,,,0.01,0.01,,0.003,0.13,,0.11,,,,,,,,,,,,,,,6.68,,,,0.01,0.01,0.001,0.001,,,0.39,,,,,10,3,0.66,0.68,,,,,,,,0.05,0.05,,0.001,0.001,0.35,,,,0.69,14.925,,21.6,,12.9,,13.4,0.75,,,,,,,0.001,0.002,,0.005,0.005,,,9.89,,0.001,0.001,0.23,0.0372,0.0378,0.032,,0.039,,,0.038,0.043,0.66,,0.30,,
2009-07-01 18:14:00,2009PN010049,NW06MA0001,,,,,,,,,6.1,,,,6.9,,11.6,0.01,,0.142,0.005,0.09,0.10,,14.1,,14.5,,,,,,,,,0.004,,0.004,,,0.001,0.001,2.4,,2.8,,0.003,,0.001,1.93,,,2.532,,3.1,0.576,,,,0.082,0.108,0.005,0.005,1.27,0.038,,0.042,,0.012,,0.015,,,,1.28,,0.35,,,,,,,,0.01,,,,,,,,0.06,,0.002,0.003,,,,,,,2.013,8.113,,,,,,,,,,,,,,9.4,,22.0,0.083,0.099,0.022,,0.008,0.6,,0.6,,,0.80,,,2.22,,5.05,,,0.026,,0.033,,,,,0.17,,0.17,0.001,0.001,,,,0.01,0.01,,0.002,0.14,,0.08,,,,,,,,,,,,,,,6.67,,,,0.01,0.01,0.001,0.001,,,0.39,,,,,10,3,0.66,0.67,,,,,,,,0.05,0.05,,0.001,0.001,0.37,,,,0.67,14.483,,21.4,,13.0,,13.5,0.75,,,,,,,0.001,0.001,,0.011,0.005,,,9.84,,0.001,0.001,0.21,0.0367,0.0382,0.026,,0.051,,,0.037,0.043,0.81,,0.30,,
2009-07-01 18:19:00,2009PN010051,NW06MA0001,,,,,,,,,6.4,,,,7.3,,11.5,0.01,,0.186,0.007,0.09,0.09,,14.0,,14.5,,,,,,,,,0.003,,0.004,,,0.001,0.001,2.1,,2.5,,0.003,,0.002,1.89,,,2.596,,3.2,0.299,,,,0.084,0.106,0.005,0.005,1.26,0.048,,0.039,,0.013,,0.015,,,,1.25,,0.35,,,,,,,,0.01,,,,,,,,0.06,,0.002,0.003,,,,,,,1.613,8.013,,,,,,,,,,,,,,10.0,,21.6,0.082,0.101,0.019,,0.013,0.6,,0.6,,,0.80,,,2.19,,4.77,,,0.027,,0.031,,,,,0.17,,0.15,0.001,0.001,,,,0.01,0.01,,0.002,0.15,,0.11,,,,,,,,,,,,,,,6.68,,,,0.01,0.01,0.001,0.001,,,0.42,,,,,10,3,0.65,0.68,,,,,,,,0.05,0.05,,0.001,0.001,0.36,,,,0.67,14.572,,21.6,,12.9,,13.3,0.75,,,,,,,0.001,0.002,,0.005,0.005,,,9.99,,0.001,0.001,0.25,0.0381,0.0384,0.044,,0.043,,,0.037,0.042,0.73,,0.34,,
2009-08-18 12:30:00,2009PN010068,NW06OA0001,,,,,,,,,2.0,,,,17.7,,19.6,0.01,,0.124,0.003,0.05,0.06,,2.98,,3.06,,,,,,,,,0.004,,0.004,,,0.001,0.001,0.4,,0.7,,0.005,,0.002,0.63,,,1.671,,1.8,0.523,,,,0.784,0.883,0.005,0.005,0.93,0.043,,0.030,,0.009,,0.010,,5,,0.47,,0.30,,,,,,,,0.01,,,,,,,,0.03,,0.009,0.010,,,,,,,0.314,2.314,,,,,,,,,,,,,,7.3,,12.3,0.672,0.765,0.010,,0.009,0.2,,0.2,,,0.18,,,0.84,,1.18,,,0.035,,0.035,,,,,0.19,,0.15,0.001,0.001,,,,,,,0.067,0.12,,0.07,,,,,,,,,,,,,,,6.37,,,,0.01,0.01,0.001,0.001,,,0.22,,,,,10,4,1.08,1.10,,,,,,,,0.05,0.05,,0.001,0.001,1.18,,,,0.77,39.238,,8.4,,4.41,,4.43,0.68,,,,,,,0.003,0.003,,0.005,0.005,,,5.79,,0.001,0.001,0.35,0.118,0.121,0.035,,0.033,,,0.166,0.183,0.74,,0.41,,
2009-08-18 12:38:00,2009PN010069,NW06OA0001,,,,,,,,,1.7,,,,16.3,,19.5,0.01,,0.175,0.003,0.05,0.05,,2.95,,3.02,,,,,,,,,0.005,,0.004,,,0.001,0.001,0.2,,0.5,,0.004,,0.004,0.61,,,1.39,,1.8,0.535,,,,0.787,0.881,0.005,0.005,0.93,0.050,,0.035,,0.013,,0.009,,5,,1.30,,0.30,,,,,,,,0.01,,,,,,,,0.03,,0.009,0.010,,,,,,,0.564,2.264,,,,,,,,,,,,,,7.3,,12.5,0.682,0.759,0.019,,0.010,0.2,,0.2,,,0.18,,,0.87,,1.09,,,0.033,,0.033,,,,,0.18,,0.16,0.001,0.001,,,,,,,0.084,0.11,,0.07,,,,,,,,,,,,,,,6.38,,,,0.01,0.01,0.001,0.001,,,0.23,,,,,10,4,1.07,1.10,,,,,,,,0.05,0.05,,0.001,0.001,1.19,,,,0.77,39.582,,8.3,,4.45,,4.48,0.68,,,,,,,0.003,0.003,,0.005,0.005,,,5.61,,0.001,0.001,0.33,0.118,0.121,0.027,,0.035,,,0.165,0.181,0.98,,0.41,,
2009-08-18 12:45:00,2009PN010070,NW06OA0001,,,,,,,,,1.7,,,,17.0,,19.7,0.01,,0.076,0.004,0.05,0.05,,3.07,,3.09,,,,,,,,,0.005,,0.004,,,0.001,0.001,0.3,,0.8,,0.005,,0.004,0.63,,,1.423,,1.8,0.448,,,,0.791,0.899,0.005,0.005,0.94,0.043,,0.034,,0.008,,0.010,,5,,0.54,,0.31,,,,,,,,0.01,,,,,,,,0.03,,0.009,0.010,,,,,,,0.614,2.314,,,,,,,,,,,,,,7.4,,12.2,0.684,0.778,0.014,,0.011,0.2,,0.2,,,0.18,,,0.83,,1.14,,,0.034,,0.033,,,,,0.17,,0.15,0.001,0.001,,,,,,,0.075,0.12,,0.08,,,,,,,,,,,,,,,6.37,,,,0.01,0.01,0.001,0.001,,,0.22,,,,,10,3,1.10,1.11,,,,,,,,0.05,0.05,,0.001,0.001,1.18,,,,0.80,40.153,,8.2,,4.27,,4.46,0.68,,,,,,,0.003,0.003,,0.005,0.005,,,5.65,,0.002,0.001,0.34,0.121,0.123,0.029,,0.030,,,0.172,0.186,0.69,,0.41,,
2009-08-19 14:43:00,2009PN010067,NW06MA0001,,,,,,,,,7.5,,,,13.5,,24.7,0.01,,0.161,0.031,0.10,0.13,,16.5,,17.6,,,,,,,,,0.004,,0.006,,,0.001,0.001,2.7,,2.7,,0.049,,0.097,2.26,,,1.558,,4.3,1.33,,,,0.113,0.193,0.005,0.005,1.23,0.097,,0.153,,0.015,,0.033,,6,14,1.60,,0.98,,,,,,,,0.01,,,,,,,,0.05,,0.004,0.007,,,,,,,2.219,9.719,,,,,,,,,,,,,,15.9,,42.9,0.101,0.144,0.139,,0.237,0.8,,0.8,,,0.99,,,1.35,,6.60,,,0.041,,0.043,,,,,0.22,,0.24,0.001,0.001,,,,,,,0.111,0.20,,0.20,,,,,,,,,,,,,,,6.97,7.08,,,0.02,0.03,0.001,0.001,,,0.36,,,,,14,3,0.74,0.79,,,,,-3.604,,,0.05,0.05,,0.001,0.001,1.83,,,,0.61,11.539,,22.8,14.178,16.1,,17.1,0.68,,,8.7,,,,0.002,0.003,,0.009,0.015,,,12.46,,0.002,0.003,0.84,0.0474,0.0524,0.035,,0.057,,,0.045,0.060,3.30,,2.87,,
2010-04-21 14:20:00,2010PN010013,NW06MA0001,,,,,,,,,12.9,,,,5.2,,7.7,0.01,,0.058,0.044,0.11,0.11,,20.3,,20.8,,,,,,,,,0.004,,0.004,,,0.001,0.001,3.2,,3.4,,0.020,,0.027,2.55,,,3.077,,2.8,0.276,,,,0.036,0.042,0.001,0.002,1.71,0.20,,0.34,,0.008,,0.011,,8,,0.47,,0.47,,,,,,,,0.01,,,,,,,,0.05,,0.001,0.002,,,,,,,0,11.267,,,,,,,,,,,,,,5.3,,10.5,0.040,0.044,0.117,,0.279,0.88,,0.93,,,1.19,,,0.88,,1.30,,,0.051,,0.048,,,,,0.24,,0.28,0.001,0.001,,,,,,,0.016,0.24,,0.25,,,,,,,,,,,,,,,6.91,6.74,,,0.01,0.01,0.001,0.001,,,0.44,,,,,18,3,0.808,0.819,,,,,-3.685,,,0.02,0.02,,0.001,0.001,0.33,,,,0.68,11.122,,27.2,14.279,18.4,,18.5,0.74,,,0.1,,,,0.002,0.001,,0.010,0.015,,,15.38,,0.005,0.004,0.24,0.0434,0.0429,0.035,,0.046,,,0.030,0.031,5.6,,7.1,,
2010-06-17 10:55:00,2010PN010031,NW06MA0001,,,,,,,,,8.5,,,,6.3,,8.3,0.01,,0.061,0.015,0.19,0.10,,18.5,,19.0,,,,,,,,,0.003,,0.005,,,0.001,0.001,3.1,,3.0,,0.009,,0.026,2.50,,,1.686,,3.8,0.189,,,,0.057,0.067,0.001,0.001,1.45,0.12,,0.71,,0.010,,0.017,,5,,0.27,,0.53,,,,,,,,,,,,,,,,0.04,,0.001,0.003,,,,,,,2.189,10.689,,,,,,,,,,,,,,8.0,,36.2,0.052,0.061,0.007,,0.039,0.86,,0.84,,,1.08,,,2.78,,4.27,,,0.041,,0.049,,,,,0.17,,0.22,0.001,0.001,,,,,,,0.029,0.24,,0.23,,,,,,,,,,,,,,,6.99,7.77,,,0.01,0.01,0.001,0.001,,,0.37,,,,,10,3,0.718,0.764,,,,,-3.756,,,0.02,0.02,,0.001,0.001,0.29,,,,0.61,10.632,,23.5,14.502,16.8,,16.7,0.64,,,1.0,,,,0.001,0.001,,0.009,0.008,,,12.04,,0.001,0.006,0.35,0.0411,0.0429,0.043,,0.032,,,0.033,0.035,0.5,,1.6,,
2010-07-22 12:10:00,2010PN010083,NW06OA0001,,,,,,,,,1.8,,,,14.5,,16.6,0.01,,0.088,0.007,0.05,0.05,,2.83,,3.13,,,,,,,,,0.004,,0.005,,,0.001,0.001,0.9,,1.2,,0.011,,0.014,0.58,,,1.221,,1.2,0.308,,,,0.713,0.816,0.002,0.002,1.02,0.04,,0.05,,0.009,,0.013,,2,,0.39,,0.45,,,,,,,,,,,,,,,,0.02,,0.007,0.009,,,,,,,0.43,2.23,,,,,,,,,,,,,,5.2,,10.9,0.619,0.714,0.031,,0.089,0.19,,0.20,,,0.19,,,0.95,,1.39,,,0.034,,0.036,,,,,0.17,,0.18,0.001,0.001,,,,,,,0.046,0.06,,0.06,,,,,,,,,,,,,,,6.46,,,,0.01,0.01,0.001,0.001,,,0.27,,,,,52,3,1.10,1.14,,,,,,,,0.02,0.02,,0.001,0.001,1.11,,,,0.80,40.336,,12.3,,4.18,,4.37,0.67,,,,,,,0.002,0.002,,0.007,0.013,,,5.72,,0.001,0.001,0.41,0.115,0.116,0.026,,0.028,,,0.151,0.174,2.8,,4.4,,
2010-07-22 12:22:00,2010PN010085,NW06OA0001,,,,,,,,,1.9,,,,14.6,,17.9,0.01,,0.064,0.006,0.05,0.05,,2.83,,3.09,,,,,,,,,0.004,,0.004,,,0.002,0.001,0.7,,1.0,,0.004,,0.007,0.56,,,1.381,,1.4,0.310,,,,0.717,0.853,0.001,0.002,1.00,0.03,,0.04,,0.007,,0.013,,2,,0.33,,0.35,,,,,,,,,,,,,,,,0.02,,0.008,0.010,,,,,,,0.239,2.139,,,,,,,,,,,,,,4.1,,11.2,0.615,0.729,0.016,,0.119,0.19,,0.20,,,0.18,,,0.95,,1.37,,,0.033,,0.036,,,,,0.17,,0.17,0.001,0.001,,,,,,,0.050,0.06,,0.06,,,,,,,,,,,,,,,6.43,,,,0.01,0.01,0.001,0.001,,,0.25,,,,,42,3,1.07,1.13,,,,,,,,0.02,0.02,,0.001,0.001,1.11,,,,0.77,40.532,,11.7,,4.14,,4.25,0.67,,,,,,,0.002,0.002,,0.005,0.025,,,5.68,,0.001,0.006,0.28,0.114,0.120,0.029,,0.032,,,0.153,0.173,0.8,,1.8,,
2010-07-22 12:28:00,2010PN010086,NW06OA0001,,,,,,,,,1.6,,,,14.0,,17.3,0.01,,0.078,0.013,0.05,0.05,,3.01,,3.07,,,,,,,,,0.004,,0.005,,,0.001,0.001,1.0,,0.9,,0.006,,0.010,0.58,,,1.112,,1.3,0.194,,,,0.714,0.808,0.001,0.002,1.01,0.04,,0.05,,0.008,,0.010,,2,,0.36,,0.41,,,,,,,,,,,,,,,,0.02,,0.008,0.009,,,,,,,0.589,2.189,,,,,,,,,,,,,,4.7,,10.7,0.612,0.706,0.044,,0.341,0.18,,0.20,,,0.18,,,0.95,,1.35,,,0.036,,0.037,,,,,0.17,,0.17,0.001,0.001,,,,,,,0.041,0.06,,0.06,,,,,,,,,,,,,,,6.45,,,,0.01,0.01,0.001,0.001,,,0.26,,,,,40,3,1.11,1.12,,,,,,,,0.02,0.02,,0.001,0.001,1.13,,,,0.78,40.236,,11.7,,4.25,,4.29,0.71,,,,,,,0.002,0.002,,0.007,0.033,,,5.61,,0.001,0.001,0.31,0.112,0.117,0.026,,0.033,,,0.151,0.171,1.2,,2.3,,
2010-08-25 11:47:00,2010PN010117,NW06MA0001,,,,,,,,,7.7,,,,3.5,,5.5,0.01,,0.062,0.006,0.09,0.09,,16.6,,17.3,,,,,,,,,0.003,,0.005,,,0.001,0.001,3.9,,3.3,,0.001,,0.001,2.37,,,1.458,,2.9,0.310,,,,0.028,0.048,0.001,0.001,1.44,0.04,,0.04,,0.007,,0.010,,5,,0.30,,0.27,,,,,,,,,,,,,,,,0.05,,0.001,0.001,,,,,,,2.376,10.076,,,,,,,,,,,,,,5.8,,12.8,0.036,0.046,0.005,,0.012,0.88,,0.82,,,1.01,,,0.60,,3.80,,,0.046,,0.039,,,,,0.15,,0.14,0.001,0.001,,,,,,,0.034,0.17,,0.16,,,,,,,,,,,,,,,7.01,,,,0.01,0.01,0.001,0.001,,,0.37,,,,,20,3,0.764,0.754,,,,,,,,0.23,0.02,,0.001,0.001,0.22,,,,0.61,11.18,,23.2,,18.0,,17.3,0.63,,,,,,,0.015,0.008,,0.005,0.005,,,11.27,,0.001,0.001,0.44,0.0342,0.0366,0.028,,0.027,,,0.026,0.030,0.2,,0.2,,
2010-08-25 11:51:00,2010PN010118,NW06MA0001,,,,,,,,,7.6,,,,3.6,,5.6,0.01,,0.079,0.006,0.11,0.10,,16.2,,17.5,,,,,,,,,0.005,,0.004,,,0.001,0.001,3.2,,2.9,,0.001,,0.001,2.38,,,1.406,,2.8,0.281,,,,0.027,0.051,0.001,0.001,1.45,0.05,,0.04,,0.007,,0.010,,5,,0.30,,0.27,,,,,,,,,,,,,,,,0.05,,0.001,0.001,,,,,,,2.501,10.101,,,,,,,,,,,,,,5.7,,12.7,0.035,0.047,0.005,,0.015,0.86,,0.85,,,1.01,,,0.57,,3.79,,,0.044,,0.042,,,,,0.14,,0.15,0.001,0.001,,,,,,,0.033,0.20,,0.18,,,,,,,,,,,,,,,7.02,,,,0.01,0.01,0.001,0.001,,,0.37,,,,,26,3,0.749,0.743,,,,,,,,0.21,0.03,,0.001,0.001,0.24,,,,0.59,10.83,,23.2,,17.4,,17.2,0.64,,,,,,,0.014,0.009,,0.005,0.005,,,11.24,,0.001,0.001,0.58,0.0349,0.0371,0.032,,0.030,,,0.025,0.030,0.2,,0.2,,
2010-08-25 11:54:00,2010PN010119,NW06MA0001,,,,,,,,,7.6,,,,3.4,,4.8,0.01,,0.104,0.007,0.09,0.09,,16.4,,17.5,,,,,,,,,0.004,,0.005,,,0.001,0.001,4.0,,3.0,,0.001,,0.001,2.39,,,1.343,,2.9,0.303,,,,0.027,0.048,0.001,0.002,1.44,0.04,,0.04,,0.006,,0.010,,5,,0.28,,0.27,,,,,,,,,,,,,,,,0.05,,0.001,0.001,,,,,,,2.485,10.085,,,,,,,,,,,,,,5.3,,12.5,0.034,0.047,0.005,,0.005,0.85,,0.84,,,1.00,,,0.46,,3.73,,,0.044,,0.039,,,,,0.16,,0.13,0.001,0.001,,,,,,,0.038,0.18,,0.18,,,,,,,,,,,,,,,7.04,,,,0.01,0.01,0.001,0.001,,,0.37,,,,,24,4,0.739,0.757,,,,,,,,0.18,0.03,,0.001,0.001,0.15,,,,0.59,10.845,,23.3,,17.8,,17.2,0.63,,,,,,,0.012,0.009,,0.005,0.005,,,11.13,,0.001,0.001,0.67,0.0354,0.0371,0.027,,0.033,,,0.025,0.029,0.2,,0.2,,
2011-04-26 17:05:00,2011PN010005,NW06MA0001,,,,,,,,,9.4,,,,6.2,,10.9,0.03,,0.122,0.144,0.12,0.12,,22.1,,23.2,,,,,,,,,0.006,,0.005,,,0.002,0.004,3.0,,4.2,,0.119,,0.131,2.76,,,1.864,,5.1,0.629,,,,0.036,0.042,0.001,0.002,2.72,0.18,,1.03,,0.014,,0.018,,5,6,1.59,,1.52,,,,,,,,0.01,,,,,,,,0.23,,0.001,0.003,,,,,,,2.679,12.079,,,,,,,,,,,,,,11.2,,23.7,0.041,0.047,0.255,,0.393,0.92,,0.95,,,1.26,,,0.79,,1.33,,,0.048,,0.051,,,,,0.33,,0.34,0.001,0.001,,,,,,,0.098,0.81,,0.79,,,,,,,,,,,,,,,6.99,7.21,,,0.02,0.02,0.001,0.001,,,0.89,,,,,10,3,0.971,0.989,,,,,,,,0.02,0.02,,0.001,0.001,0.40,0.15,,,1.19,16.387,,32.6,,18.9,,19.1,0.69,,,,,,,0.001,0.001,,0.050,0.067,,,15.55,,0.011,0.036,0.92,0.0462,0.0469,0.042,,0.046,,,0.033,0.033,5.9,,5.7,,
2011-04-26 17:06:00,2011PN010006,NW06MA0001,,,,,,,,,8.9,,,,5.7,,9.1,0.03,,0.111,0.073,0.12,0.12,,22.5,,23.4,,,,,,,,,0.005,,0.005,,,0.002,0.002,3.5,,3.5,,0.109,,0.103,2.74,,,1.338,,5.0,0.539,,,,0.034,0.039,0.002,0.001,2.62,0.15,,0.21,,0.015,,0.018,,5,,1.45,,1.34,,,,,,,,0.01,,,,,,,,0.23,,0.001,0.002,,,,,,,3.212,12.112,,,,,,,,,,,,,,9.6,,19.7,0.042,0.045,0.227,,0.296,0.94,,0.99,,,1.28,,,0.71,,1.27,,,0.050,,0.053,,,,,0.30,,0.33,0.001,0.001,,,,,,,0.079,0.71,,0.69,,,,,,,,,,,,,,,7.11,,,,0.02,0.01,0.001,0.001,,,0.84,,,,,10,3,0.939,0.938,,,,,-2.813,,,0.02,0.02,,0.001,0.001,0.40,0.14,,,1.15,15.956,,32.2,12.736,18.9,,19.2,0.69,,,,,,,0.002,0.002,,0.052,0.044,,,15.06,,0.014,0.035,0.60,0.0459,0.0460,0.043,,0.050,,,0.030,0.032,5.0,,4.9,,
