DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLIFORMS TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FECAL STREPTOCOCCI,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FIXED NONFILTERABLE,RESIDUE NONFILTERABLE,RESIDUE VOLATILE FILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE),TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2007-08-22 18:15:00,2007PN140087,AL07AA0023,,68.6,12.1,,148.0,0.006,,0.009,,0.01,0.02,,0.08,25.6,,34.9,0.003,,0.009,83.623,0.001,,0.001,2.3,,3.1,,0.005,,0.004,24.3,,,2.462,,0.34,0.218,0.558,0.0,,,,,,,,0.2,0.073,,0.206,0.014,,0.114,10.0,,,0.3,,0.46,0.059,,10.0,,,10.0,10.0,0.07,,,0.005,,0.037,,,,,22.419,,91.019,,,0.0,,,,,7.3,,221.0,0.006,,0.103,0.037,,0.16,1.2,,1.7,,,7.37,,,0.94,,6.0,0.161,,0.193,,,0.14,,0.3,,,,,,,,0.01,,0.102,0.092,,,,,7.73,,0.005,,0.006,0.002,,,,,,0.38,,,,,12.0,,0.14,,0.35,,,,,,,,0.1,,0.05,,,,0.004,,0.001,2.39,0.04,,,0.87,2.028,,180.0,,152.0,,199.0,,23.0,,,,,,,,,,0.001,,0.002,,,,,,,100.001,,,,,,12.0,,0.245,,0.316,0.045,,0.157,,,,,,0.72,,0.68,,
2007-08-22 18:30:00,2007PN140088,AL07AA0023,,69.6,47.1,,165.0,0.011,,0.007,,0.017,0.06,,0.08,32.0,,35.7,0.004,,0.011,84.842,0.001,,0.001,2.9,,3.1,,0.005,,0.004,24.0,,,2.385,,0.348,0.133,0.481,0.0,,,,,,,,0.2,0.101,,0.215,0.04,,0.124,10.0,,,0.4,,0.51,0.047,,10.0,,,10.0,10.0,0.07,,,0.014,,0.041,,,,,20.3,,89.9,,,0.0,,,,,59.2,,243.0,0.027,,0.118,0.057,,0.16,1.6,,1.8,,,7.28,,,2.31,,6.68,0.189,,0.2,,,0.18,,0.33,,,,,,,,0.01,,0.102,0.097,,,,,7.75,,0.007,,0.008,0.002,,,,,,0.33,,,,,11.2,,0.22,,0.38,,,,,,,,0.05,,0.08,,,,0.001,,0.001,2.43,0.04,,,0.84,1.984,,180.0,,190.0,,203.0,,23.0,,,,,,,,,,0.001,,0.001,,,,,,,100.118,,,,,,11.4,,0.299,,0.32,0.067,,0.151,,,,,,0.6,,0.75,,
2007-08-22 18:45:00,2007PN140089,AL07AA0023,,69.2,16.3,,164.0,0.005,,0.006,,0.008,0.04,,0.08,28.5,,35.3,0.002,,0.012,84.355,0.001,,0.001,2.9,,3.2,,0.007,,0.003,24.1,,,2.371,,0.345,0.175,0.52,0.0,,,,,,,,0.2,0.097,,0.211,0.016,,0.117,10.0,,,0.18,,0.25,0.044,,10.0,,,10.0,10.0,0.07,,,0.005,,0.043,,,,,21.073,,90.273,,,0.0,,,,,10.4,,242.0,0.007,,0.112,0.028,,0.15,1.3,,1.8,,,7.31,,,1.11,,6.23,0.179,,0.195,,,0.16,,0.31,,,,,,,,0.011,,0.096,0.085,,,,,7.75,,0.004,,0.006,0.007,,,,,,0.34,,,,,11.2,,0.17,,0.36,,,,,,,,0.05,,0.06,,,,0.001,,0.001,2.44,0.04,,,0.85,1.999,,180.0,,178.0,,201.0,,23.0,,,,,,,,,,0.001,,0.001,,,,,,,100.025,,,,,,10.8,,0.268,,0.315,0.052,,0.15,,,,,,0.75,,0.55,,
2007-08-29 09:45:00,07PY001032,BC07FD0005,,,,,2720.0,,,,,0.201,,,2.26,,,327.0,,,0.243,,,,0.033,,,8.2,,,,0.392,30.6,,,,,5.6,,,,,,6.9,,,0.604,,,,,5.09,,,4.84,,50.0,,,,8.98,,,60.0,,,63.0,,,,,,,0.942,,,,,,,104.0,,,,,,,,,,7880.0,,,2.69,,,4.57,,,6.4,,,6.66,,,,,191.0,,,0.456,,,,,13.3,,,0.048,,,,,,,,0.3,,10.0,,,8.1,,,,,0.044,,,0.001,,,,,,,,,,,,5.87,,,,,,,,,,0.47,,,,,,0.116,,,,,,,,190.0,,,,129.0,,,,,,,15.0,12.0,,,,,,0.089,,,0.009,,,,,,,,,0.003,157.0,,,,0.927,,,9.83,,,,,5.56,,,39.3,,
2007-09-11 10:15:00,07PY001054,BC07FD0005,,,,,255.0,,,,,0.073,,,0.43,,,63.1,,,0.022,,,,0.004,,,4.0,,,,0.058,29.6,,,,,3.1,,,,,,0.517,,,0.062,,,,,0.531,,,0.291,,5.0,,,,1.32,,,34.0,,,35.0,,,,,,,0.074,,,,,,,99.8,,,,,,,,,,605.0,,,0.232,,,0.339,,,2.1,,,6.3,,,,,14.3,,,0.772,,,,,1.59,,,0.012,,,,,,,,0.16,,10.0,,,8.1,,,,,0.007,,,0.001,,,,,,,,,,,,0.83,,,,,,,,,,0.28,,,,,,0.007,,,,,,,,190.0,,,,112.0,,,,,,,18.0,14.0,,,,,,0.013,,,0.005,,,,,,,,,0.001,8.4,,,,0.435,,,1.12,,,,,0.475,,,3.21,,
2007-09-25 10:30:00,07PY001135,BC07FD0005,,,,,115.0,,,,,0.067,,,0.27,,,48.0,,,0.01,,,,0.002,,,4.1,,,,0.036,31.6,,,,,2.5,,,,,,0.22,,,0.027,,,,,0.264,,,0.123,,5.0,,,,0.94,,,3.0,,,7.0,,,,,,,0.031,,,,,,,106.0,,,,,,,,,,261.0,,,0.104,,,0.144,,,2.1,,,6.52,,,,,7.0,,,0.846,,,,,1.02,,,0.005,,,,,,,,0.12,,10.0,,,8.0,,,,,0.007,,,0.001,,,,,,,,,,,,0.53,,,,,,,,,,0.28,,,,,,0.004,,,,,,,,180.0,,,,110.0,,,,,,,17.0,12.0,,,,,,0.007,,,0.005,,,,,,,,,0.002,5.4,,,,0.406,,,0.616,,,,,0.193,,,1.58,,
2007-10-09 10:45:00,08PY000453,BC07FD0005,,,,,975.0,,,,,0.111,,,0.89,,,108.0,,,0.071,,,,0.016,,,4.6,,,,0.143,28.9,,,,,2.8,,,,,,1.99,,,0.205,,,,,1.64,,,1.27,,5.0,,,,3.05,,,50.0,,,50.0,,,,,,,0.275,,,,,,,97.9,,,,,,,,,,2530.0,,,0.857,,,2.01,,,3.9,,,6.23,,,,,76.0,,,0.6,,,,,4.14,,,0.015,,,,,,,,0.12,,9.5,,,8.2,,,,,0.008,,,0.001,,,,,,,,,,,,2.34,,,,,,,,,,0.29,,,,,,0.031,,,,,,,,190.0,,,,121.0,,,,,,,7.2,,,,,,,0.035,,,0.005,,,,,,,,,0.004,43.6,,,,0.504,,,3.1,,,,,1.69,,,11.9,,
2007-10-23 12:00:00,07PY001211,BC07FD0005,,,,,108.0,,,,,0.066,,,0.26,,,42.0,,,0.008,,,,0.001,,,3.4,,,,0.027,27.3,,,,,2.6,,,,,,0.194,,,0.026,,,,,0.249,,,0.127,,5.0,,,,0.88,,,1.0,,,4.0,,,,,,,0.03,,,,,,,94.3,,,,,,,,,,251.0,,,0.092,,,0.136,,,1.8,,,6.33,,,,,6.49,,,0.831,,,,,1.09,,,0.004,,,,,,,,0.13,,10.0,,,8.1,,,,,0.006,,,0.001,,,,,,,,,,,,0.51,,,,,,,,,,0.26,,,,,,0.004,,,,,,,,180.0,,,,109.0,,,,,,,5.7,8.1,,,,,,0.007,,,0.005,,,,,,,,,0.001,4.1,,,,0.398,,,0.606,,,,,0.19,,,1.39,,
2007-11-05 11:05:00,07PY001307,BC07FD0005,,,,,189.0,,,,,0.07,,,0.32,,,48.3,,,0.01,,,,0.002,,,3.3,,,,0.042,27.7,,,,,1.7,,,,,,0.358,,,0.041,,,,,0.406,,,0.196,,5.0,,,,1.09,,,,,,,,,,,,,0.05,,,,,,,94.3,,,,,,,,,,401.0,,,0.164,,,0.23,,,1.7,,,6.07,,,,,10.9,,,0.752,,,,,1.21,,,0.008,,,,,,,,0.12,,10.0,,,8.1,,,,,0.006,,,0.001,,,,,,,,,,,,0.63,,,,,,,,,,0.28,,,,,,0.005,,,,,,,,180.0,,,,105.0,,,,,,,-2.8,5.7,,,,,,0.01,,,0.005,,,,,,,,,0.001,8.9,,,,0.408,,,0.901,,,,,0.289,,,2.33,,
2007-11-07 14:30:00,2007PN140137,AL07AA0015,,79.0,8.7,,32.8,0.005,0.0,0.01,,0.01,0.03,,0.03,49.8,,52.8,0.001,,0.002,96.301,0.001,,0.001,2.0,,2.0,,0.002,,0.001,25.4,,,1.825,,0.339,0.075,0.414,0.0,,,,,,,,0.17,0.074,,0.087,0.011,,0.032,10.0,,196.0,0.09,,0.1,0.084,,10.0,,,10.0,10.0,0.07,,,0.004,,0.009,,,,,21.024,,100.024,,,0.0,,,,,5.2,,42.0,0.005,,0.02,0.019,,0.044,1.1,,1.2,,,8.89,,,0.54,,1.53,0.107,,0.11,,,0.08,,0.11,,,,,,,,0.01,,0.13,0.125,,12.89,,,7.92,8.21,0.004,,0.002,0.002,,,,,,0.23,,,,,1.4,,0.13,,0.17,,,,,-0.898,,,0.05,,0.05,,,,0.001,,0.001,3.38,0.04,,,0.83,1.769,,195.0,9.717,241.0,,254.0,,22.6,,,,,,,1.4,,,0.001,,0.001,,,,,,,109.342,,,,,,2.31,4.17,0.338,,0.368,0.029,,0.037,,,,,,0.25,,0.1,,
2007-11-07 16:00:00,2007PN140138,AL07AA0023,,80.6,6.7,,27.2,0.005,0.0,0.011,,0.014,0.04,,0.05,40.3,,44.3,0.001,,0.004,98.251,0.001,,0.001,3.4,,3.6,,0.009,,0.005,27.5,,,1.696,,0.487,0.071,0.558,0.0,,,,,,,,0.42,0.104,,0.075,0.013,,0.033,10.0,,216.0,0.15,,0.14,0.076,,10.0,,,10.0,10.0,0.07,,,0.003,,0.008,,,,,28.085,,108.685,,,0.0,,,,,8.9,,46.7,0.005,,0.018,0.036,,0.053,2.0,,2.2,,,9.72,,,1.32,,2.35,0.188,,0.202,,,0.22,,0.15,,,,,,,,0.01,,0.149,0.144,,11.63,,,7.96,8.3,0.004,,0.002,0.002,,,,,,0.31,,,,,1.6,,0.17,,0.21,,,,,-0.779,,,0.06,,0.06,,,,0.001,,0.001,3.25,0.05,,,1.26,2.453,,214.0,9.518,228.0,,244.0,,30.5,,,,,,,2.5,,,0.001,,0.002,,,,,,,121.727,,,,,,1.52,2.27,0.384,,0.428,0.039,,0.043,,,,,,0.63,,0.19,,
2007-11-20 10:30:00,08PY000033,BC07FD0005,,,,,137.0,,,,,0.062,,,0.29,,,44.7,,,0.012,,,,0.002,,,2.7,,,,0.037,25.5,,,,,1.8,,,,,,0.258,,,0.042,,,,,0.349,,,0.166,,5.0,,,,1.0,,,120.0,,,120.0,,,,,,,0.042,,,,,,,88.6,,,,,,,,,,327.0,,,0.123,,,0.209,,,1.7,,,6.03,,,,,7.75,,,0.799,,,,,1.12,,,0.006,,,,,,,,0.1,,10.0,,,8.1,,,,,0.005,,,0.001,,,,,,,,,,,,0.68,,,,,,,,,,0.25,,,,,,0.003,,,,,,,,180.0,,,,109.0,,,,,,,6.6,3.8,,,,,,0.01,,,0.005,,,,,,,,,0.005,3.9,,,,0.426,,,0.736,,,,,0.251,,,1.92,,
2007-12-09 14:45:00,08PY000122,BC07FD0005,,,,,20.6,,,,,0.1,,,0.89,,,69.3,,,0.002,,,,0.001,,,7.6,,,,0.013,29.5,,,,,2.0,,,,,,0.042,,,0.012,,,,,0.067,,,0.024,,5.0,,,,0.83,,,7.0,,,28.0,,,,,,,0.007,,,,,,,100.0,,,,,,,,,,40.8,,,0.024,,,0.238,,,1.4,,,6.41,,,,,3.09,,,0.454,,,,,0.12,,,0.002,,,,,,,,0.13,,10.0,,,8.1,,,,,0.008,,,0.001,,,,,,,,,,,,0.61,,,,,,,,,,0.05,,,,,,0.001,,,,,,,,180.0,,,,56.7,,,,,,,-8.4,1.4,,,,,,0.006,,,0.037,,,,,,,,,0.024,10.2,,,,0.564,,,0.261,,,,,0.028,,,1.14,,
2007-12-18 11:59:00,08PY000110,BC07FD0005,,,,,233.0,,,,,0.074,,,0.38,,,55.7,,,0.015,,,,0.003,,,3.1,,,,0.049,30.2,,,,,1.7,,,,,,0.44,,,0.055,,,,,0.504,,,0.235,,5.0,,,,1.15,,,2.0,,,4.0,,,,,,,0.068,,,,,,,99.0,,,,,,,,,,537.0,,,0.207,,,0.294,,,1.7,,,5.73,,,,,11.3,,,0.807,,,,,1.31,,,0.009,,,,,,,,0.12,,9.0,,,8.1,,,,,0.006,,,0.001,,,,,,,,,,,,0.79,,,,,,,,,,0.29,,,,,,0.009,,,,,,,,190.0,,,,118.0,,,,,,,4.2,2.5,,,,,,0.008,,,0.009,,,,,,,,,0.002,7.6,,,,0.476,,,1.09,,,,,0.368,,,3.05,,
2008-01-02 13:10:00,08PY000129,BC07FD0005,,,,,66.8,,,,,0.064,,,0.28,,,37.6,,,0.007,,,,0.001,,,3.0,,,,0.027,29.4,,,,,1.6,,,,,,0.123,,,0.017,,,,,0.203,,,0.066,,5.0,,,,1.43,,,6.0,,,6.0,,,,,,,0.02,,,,,,,99.8,,,,,,,,,,135.0,,,0.063,,,0.185,,,1.5,,,6.43,,,,,4.28,,,0.879,,,,,0.9,,,0.003,,,,,,,,0.14,,11.0,,,8.1,,,,,0.005,,,0.001,,,,,,,,,,,,0.43,,,,,,,,,,0.28,,,,,,0.004,,,,,,,,190.0,,,,113.0,,,,,,,14.0,-13.6,,,,,,0.003,,,0.005,,,,,,,,,0.001,2.8,,,,0.496,,,0.481,,,,,0.113,,,1.48,,
2008-01-12 12:00:00,08PY000171,BC07FD0005,,,,,88.0,,,,,0.062,,,0.27,,,44.4,,,0.01,,,,0.002,,,3.0,,,,0.03,30.5,,,,,1.3,,,,,,0.243,,,0.027,,,,,0.56,,,0.111,,5.0,,,,0.89,,,,,,,,,,,,,0.029,,,,,,,103.0,,,,,,,,,,206.0,,,0.113,,,0.441,,,1.6,,,6.65,,,,,6.3,,,0.853,,,,,0.95,,,0.004,,,,,,,,0.13,,13.0,,,8.2,,,,,0.004,,,0.001,,,,,,,,,,,,0.52,,,,,,,,,,0.22,,,,,,0.002,,,,,,,,200.0,,,,113.0,,,,,,,-1.9,0.8,,,,,,0.005,,,0.01,,,,,,,,,0.001,2.7,,,,0.495,,,0.581,,,,,0.217,,,1.69,,
2008-02-05 15:30:00,2007PN140186,AL07AA0015,,88.4,3.3,,47.6,0.005,0.0,0.01,,0.011,0.04,,0.05,63.3,,69.4,0.002,,0.006,107.76,0.001,,0.001,2.3,,2.5,,0.005,,0.003,28.2,,,1.14,,0.259,0.253,0.512,0.0,,,,,,,,0.21,0.093,,0.133,0.007,,0.052,13.0,,226.0,0.16,,0.15,0.113,,10.0,,,10.0,,0.07,,,0.002,,0.014,,,,,22.815,,111.215,,,0.0,,,,,3.4,,93.3,0.002,,0.04,,,0.065,1.4,,1.6,,,9.91,,,0.23,,2.71,0.111,,0.115,,,0.08,,0.12,,,,,,,,0.01,,0.133,0.128,,12.5,,,8.17,7.95,0.02,,0.023,0.003,,,,,,0.33,,,,,6.9,,0.13,,0.18,,,,,-0.61,,,0.05,,0.05,,,,0.001,,0.001,3.91,0.04,,,0.97,1.856,,217.0,9.39,295.0,,321.0,,25.3,,,,,,,0.0,,,0.001,,0.002,,,,,,,122.441,,,,,,3.74,4.7,0.438,,0.478,0.019,,0.057,,,,,,0.62,,0.27,,
2008-02-05 17:30:00,2007PN140187,AL07AA0023,,96.8,1.9,,24.4,0.006,0.0,0.012,,0.019,0.05,,0.07,54.4,,57.0,0.001,,0.002,117.999,0.001,,0.001,5.6,,5.6,,0.022,,0.024,32.7,,,1.219,,0.313,0.138,0.451,0.0,,,,,,,,0.94,0.071,,0.121,0.013,,0.028,19.0,,257.0,0.18,,0.77,0.127,,13.0,,,10.0,,0.09,,,0.002,,0.008,,,,,30.962,,127.762,,,0.0,,,,,4.8,,51.3,0.001,,0.018,,,0.076,3.1,,3.3,,,11.2,,,1.26,,2.56,0.247,,0.254,,,0.1,,0.15,,,,,,,,0.01,,0.15,0.145,,11.66,,,8.18,8.14,0.004,,0.003,0.002,,,,,,0.44,,,,,2.3,,0.2,,0.23,,,,,0.302,,,0.05,,0.1,,,,0.001,,0.001,4.03,0.07,,,1.88,3.091,,250.0,7.575,286.0,,296.0,,34.0,,,,,,,-0.1,,,0.001,,0.001,,,,,,,143.923,,,,,,1.24,1.79,0.546,,0.577,0.03,,0.054,,,,,,1.32,,3.2,,
2008-02-11 14:15:00,08PY000225,BC07FD0005,,,,,49.7,,,,,0.059,,,0.18,,,34.8,,,0.007,,,,0.001,,,3.0,,,,0.019,27.4,,,,,1.7,,,,,,0.167,,,0.011,,,,,0.163,,,0.051,,5.0,,,,0.74,,,1.0,,,1.0,,,,,,,0.018,,,,,,,91.9,,,,,,,,,,100.0,,,0.099,,,0.12,,,1.4,,,5.69,,,,,2.67,,,0.862,,,,,0.8,,,0.002,,,,,,0.24,,0.24,,11.0,,,8.1,,,,,0.003,,,0.001,,,,,,,,,,,,0.41,,,,,,,,,,0.24,,,,,,0.001,,,,,,,,190.0,,,,111.0,,,,,,,-12.3,-0.3,,,,,,0.004,,,0.005,,,,,,,,,0.002,1.2,,,,0.505,,,0.389,,,,,0.094,,,0.85,,
2008-02-27 09:00:00,08PY000265,BC07FD0005,,,,,151.0,,,,,0.064,,,0.29,,,42.9,,,0.012,,,,0.002,,,2.8,,,,0.03,28.5,,,,,2.2,,,,,,0.311,,,0.042,,,,,0.341,,,0.172,,5.0,,,,0.99,,,1.0,,,1.0,,,,,,,0.047,,,,,,,96.5,,,,,,,,,,359.0,,,0.154,,,0.234,,,1.4,,,6.17,,,,,6.92,,,0.777,,,,,1.15,,,0.005,,,,,,0.2,,0.2,,9.0,,,8.2,,,,,0.004,,,0.001,,,,,,,,,,,,0.68,,,,,,,,,,0.28,,,,,,0.01,,,,,,,,190.0,,,,109.0,,,,,,,2.8,1.2,,,,,,0.007,,,0.005,,,,,,,,,0.001,2.9,,,,0.495,,,0.712,,,,,0.269,,,1.84,,
2008-03-11 12:26:00,08PY000308,BC07FD0005,,,,,117.0,,,,,0.062,,,0.26,,,36.9,,,0.008,,,,0.002,,,2.8,,,,0.029,28.4,,,,,2.2,,,,,,0.218,,,0.026,,,,,0.288,,,0.129,,5.0,,,,0.95,,,27.0,,,66.0,,,,,,,0.035,,,,,,,95.0,,,,,,,,,,245.0,,,0.105,,,0.159,,,1.4,,,5.87,,,,,6.4,,,0.798,,,,,1.05,,,0.005,,,,,,0.12,,0.12,,,,,8.1,,,,,0.004,,,0.001,,,,,,,,,,,,0.54,,,,,,,,,,0.25,,,,,,0.003,,,,,,,,180.0,,,,115.0,,,,,,,9.2,13.0,,,,,,0.006,,,0.005,,,,,,,,,0.004,4.1,,,,0.487,,,0.587,,,,,0.168,,,1.62,,
2008-03-31 09:30:00,08PY000369,BC07FD0005,,,,,44.0,,,,,0.053,,,0.26,,,34.0,,,0.003,,,,0.001,,,2.6,,,,0.015,27.7,,,,,1.8,,,,,,0.076,,,0.01,,,,,0.153,,,0.059,,5.0,,,,2.48,,,1.0,,,1.0,,,,,,,0.016,,,,,,,92.1,,,,,,,,,,92.1,,,0.045,,,0.057,,,1.3,,,5.58,,,,,3.04,,,0.755,,,,,0.75,,,0.003,,,,,,0.11,,,,12.0,,,8.2,,,,,0.005,,,0.001,,,,,,,,,,,,0.39,,,,,,,,,,0.15,,,,,,0.001,,,,,,,,190.0,,,,107.0,,,,,,,-3.7,1.5,,,,,,0.001,,,0.005,,,,,,,,,0.003,1.7,,,,0.485,,,0.348,,,,,0.083,,,,,
2008-04-07 11:55:00,08PY000398,BC07FD0005,,,,,78.0,,,,,0.057,,,0.21,,,37.9,,,0.006,,,,0.001,,,2.9,,,,0.022,29.1,,,,,2.2,,,,,,0.143,,,0.021,,,,,0.201,,,0.082,,5.0,,,,0.82,,,15.0,,,9.0,,,,,,,0.024,,,,,,,99.3,,,,,,,,,,159.0,,,0.071,,,0.092,,,1.5,,,6.46,,,,,4.11,,,0.802,,,,,0.91,,,0.005,,,,,,0.12,,,,10.0,,,8.1,,,,,0.008,,,0.001,,,,,,,,,,,,0.52,,,,,,,,,,0.26,,,,,,0.002,,,,,,,,170.0,,,,115.0,,,,,,,1.5,2.9,,,,,,0.005,,,0.005,,,,,,,,,0.003,1.1,,,,0.503,,,0.416,,,,,0.134,,,0.97,,
2008-04-20 18:45:00,08PY000439,BC07FD0005,,,,,177.0,,,,,0.063,,,0.32,,,45.0,,,0.013,,,,0.003,,,3.4,,,,0.028,29.2,,,,,3.4,,,,,,0.314,,,0.053,,,,,0.38,,,0.245,,5.0,,,,1.13,,,2.0,,,2.0,,,,,,,0.053,,,,,,,99.5,,,,,,,,,,400.0,,,0.146,,,0.224,,,1.8,,,6.49,,,,,10.7,,,0.754,,,,,1.37,,,0.006,,,,,,0.15,,,,13.0,,,8.2,,,,,0.011,,,0.001,,,,,,,,,,,,0.78,,,,,,,,,,0.24,,,,,,0.005,,,,,,,,190.0,,,,111.0,,,,,,,-0.7,1.7,,,,,,0.007,,,0.005,,,,,,,,,0.003,10.1,,,,0.483,,,0.765,,,,,0.271,,,2.0,,
