SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09FB0003,2018-11-21 13:00,130.0,,,20.3,,,,0.058,,,0.19,,,95.4,,,0.005,,,0.001,,,11.0,,0.2,,,0.06,68.7,,30.9,1.6,31.2,1.6,,0.028,,0.004,3.57,,,0.12,,,0.273,10.9,,,,0.72,,,,0.137,,,,0.06,,,,,0.004,,,,,249.0,,,,,,,,,,166.0,,,0.016,,,0.026,,,9.56,,,18.7,,,,17.6,,,0.556,,,,,9.68,,,0.002,0.005,,0.29,0.29,,,,,,8.08,,0.0027,0.0008,,0.001,0.7,,,,,2.0,,,0.359,,,,,,,,,0.65,2.0,,,,0.001,8.9,,490.0,,,241.0,129.0,,,,,,,,,,0.004,,0.005,,0.14,,0.001,1.01,,,0.653,,,0.17,,,,0.101,,,22.1,,
YT09FB0003,2018-12-11 13:50,133.0,,,9.8,,,,0.055,,,0.16,,,94.8,,,0.003,,,0.001,,,9.6,,0.02,,,0.046,62.9,,31.4,0.9,31.4,1.2,,0.013,,0.002,3.95,,,0.07,,,0.086,8.1,,,,0.5,,,,0.153,,,,0.06,,,,,0.002,,,,,224.0,,,,,,,,,,113.0,,,0.008,,,0.011,,,9.18,,,16.2,,,,11.7,,,0.511,,,,,6.96,,,0.002,0.005,,0.31,0.3,,,,,,7.89,,0.0027,0.0012,,0.001,0.6,,,,,2.0,,,0.29,,,,,,,,,0.61,2.0,,,,0.001,7.7,,450.0,,,217.0,101.0,,,-19.6,0.0,,,,,,0.003,,0.005,,0.1,,0.006,0.65,,,0.661,,,0.12,,,,0.071,,,16.3,,
YT09FB0003,2019-01-22 13:30,162.0,,,75.9,,,,0.088,,,0.25,,,104.0,,,0.009,,,0.002,,,9.6,,0.1,,,0.048,64.2,,35.0,2.0,34.9,2.2,,0.125,,0.023,5.47,,,0.31,,,0.233,7.3,,,,1.02,,,,0.244,,,,0.06,,,,,0.021,,,,,227.0,,,,,,,,,,301.0,,,0.058,,,0.164,,,9.31,,,16.1,,,,14.5,,,0.553,,,,,5.35,,,0.002,0.005,,0.35,0.34,,,,,,7.82,,0.0039,0.0014,,0.001,0.5,,,,,7.0,,,0.43,,,,,,,,,0.68,2.1,,,,0.004,7.5,,525.0,,,230.0,119.0,,,-41.0,0.0,,,,,,0.004,,0.01,,0.94,,0.003,3.87,,,0.755,,,0.31,,,,0.171,,,18.7,,
YT09FB0003,2019-04-01 10:30,154.0,,,9.6,,,,0.048,,,0.14,,,99.6,,,0.001,,,0.001,,,8.0,,0.02,,,0.02,63.5,,36.2,0.7,36.1,0.8,,0.007,,0.002,5.13,,,0.06,,,0.036,3.3,,,,0.33,,,,0.327,,,,0.05,,,,,0.002,,,,,220.0,,,,,,,,,,72.4,,,0.006,,,0.008,,,7.73,,,14.9,,,,6.83,,,0.506,,,,,2.11,,,0.002,0.005,,0.32,0.32,,,,,,7.98,,0.0005,0.0005,,0.001,0.5,,,,,2.0,,,0.219,,,,,,,,,0.63,1.9,,,,0.001,7.0,,458.0,,,193.0,78.7,,,-1.6,0.0,,,,,,0.002,,0.005,,0.09,,0.001,0.36,,,0.763,,,0.12,,,,0.039,,,5.9,,
YT09FB0003,2019-05-22 15:33,16.5,,,1560.0,,,,0.134,,,1.86,,,114.0,,,0.12,,,0.025,,,7.4,,0.02,,,0.222,12.1,,4.6,12.8,6.4,19.2,,2.19,,0.333,0.53,,,2.94,,,3.47,70.8,,,,6.66,,,,0.002,,,,0.04,,,,,0.465,,,,,48.2,,,,,,,,,,4810.0,,,0.88,,,2.29,,,5.59,,,4.4,,,,192.0,,,0.26,,,,,13.3,,,0.014,0.005,,0.64,0.41,,,,,,7.4,,0.131,0.0097,,0.001,0.9,,,,,173.0,,,2.97,,,,,,,,,0.32,0.3,,,,0.047,2.3,,93.0,,,57.4,31.1,,,22.2,7.1,,,,,,0.046,,0.005,,7.78,,0.004,57.5,,,0.268,,,5.45,,,,2.52,,,37.1,,
YT09FB0003,2019-06-18 10:55,60.3,,,201.0,,,,0.088,,,0.45,,,76.1,,,0.022,,,0.004,,,12.0,,0.02,,,0.101,45.7,,13.2,6.2,13.2,6.2,,0.246,,0.056,1.76,,,0.44,,,0.769,28.1,,,,2.06,,,,0.002,,,,0.07,,,,,0.049,,,,,185.0,,,,,,,,,,658.0,,,0.107,,,0.244,,,8.95,,,17.3,,,,31.6,,,0.364,,,,,8.26,,,0.004,0.005,,0.28,0.24,,,,,,7.97,,0.0188,0.0025,,0.001,0.7,,,,,11.0,,,0.701,,,,,,,,,0.38,1.4,,,,0.006,8.2,,383.0,,,195.0,133.0,,,8.3,13.5,,,,,,0.01,,0.011,,1.67,,0.003,11.3,,,0.305,,,0.76,,,,0.486,,,12.5,,
YT09FB0003,2019-07-22 11:49,61.4,,,102.0,,,,0.064,,,0.3,,,73.5,,,0.014,,,0.002,,,12.9,,0.2,,,0.154,51.6,,13.1,5.8,13.2,5.9,,0.134,,0.023,1.63,,,0.22,,,0.38,21.4,,,,1.18,,,,0.02,,,,0.07,,,,,0.024,,,,,231.0,,,,,,,,,,274.0,,,0.057,,,0.112,,,10.4,,,24.7,,,,21.9,,,0.3,,,,,6.39,,,0.002,0.005,,0.26,0.21,,,,,,7.99,,0.0102,0.0018,,0.001,0.7,,,,,4.0,,,0.537,,,,,,,,,0.27,1.3,,,,0.002,7.9,,496.0,,,261.0,168.0,,,24.0,16.0,,,,,,0.007,,0.005,,0.89,,0.001,4.89,,,0.247,,,0.35,,,,0.259,,,10.3,,
YT09FB0003,2019-08-12 16:19,79.2,,,164.0,,,,0.078,,,0.38,,,78.2,,,0.018,,,0.004,,,12.9,,0.2,,,0.138,49.5,,19.3,5.2,19.4,5.3,,0.19,,0.038,1.64,,,0.39,,,0.732,19.7,,,,1.42,,,,0.007,,,,0.07,,,,,0.035,,,,,200.0,,,,,,,,,,497.0,,,0.083,,,0.194,,,9.49,,,18.7,,,,38.8,,,0.409,,,,,6.86,,,0.003,0.005,,0.28,0.06,,,,,,8.05,,0.014,0.002,,0.001,0.6,,,,,9.0,,,0.555,,,,,,,,,0.42,1.7,,,,0.004,7.1,,423.0,,,225.0,137.0,,,12.8,11.5,,,,,,0.007,,0.01,,1.35,,0.004,7.78,,,0.363,,,0.57,,,,0.396,,,12.7,,
YT09FB0003,2019-09-09 14:05,44.0,,,1570.0,,,,0.24,,,1.82,,,128.0,,,0.156,,,0.024,,,12.4,,0.2,,,0.322,33.0,,10.0,11.6,10.1,13.2,,1.26,,0.364,0.72,,,2.24,,,4.15,58.4,,,,7.07,,,,0.273,,,,0.08,,,,,0.299,,,,,139.0,,,,,,,,,,4500.0,,,0.564,,,1.67,,,10.3,,,13.8,,,,109.0,,,0.481,,,,,25.0,,,0.016,0.005,,0.59,0.44,,,,,,7.73,,0.0725,0.0023,,0.001,0.6,,,,,105.0,,,3.5,,,,,,,,,0.64,2.3,,,,0.034,7.2,,303.0,,,149.0,109.0,,,19.9,8.0,,,,,,0.059,,0.014,,6.6,,0.004,87.2,,,0.436,,,4.14,,,,3.6,,,80.2,,
YT09FB0003,2019-12-17 13:50,144.0,,,,,,,,,,,,,143.0,,,,,,,,,10.5,,0.2,,,,69.7,,33.1,2.0,33.0,2.1,,,,,4.08,,,,,,,5.6,,,,,,,,0.318,,,,0.06,,,,,,,0.023,,0.005,255.0,,,,,,,0.005,,,,,,,,,,,,10.8,,,19.5,,,,,,,0.56,,,,,,,,0.01,0.005,,,,,,,,,7.97,,0.0268,0.0006,,0.001,0.6,,,,,43.0,,,,,0.005,,,,,,,0.67,1.9,,,,,8.8,,498.0,,,247.0,122.0,,0.02,-30.0,0.0,,,,,,,,0.009,,,,0.004,20.5,,,0.85,,,,,,,,,,,,0.09
YT09FB0003,2020-01-16 11:12,161.0,,,16.8,,,,0.053,,,0.14,,,111.0,,,0.003,,,0.001,,,8.8,,0.1,,,0.037,69.5,,37.6,1.5,38.0,1.7,,0.019,,0.005,4.92,,,0.07,,,0.06,4.9,,,,0.4,,,,0.343,,0.004,,0.05,,0.011,,,0.004,,0.008,,0.005,244.0,,,0.002,,0.001,,0.005,,,91.3,,,0.011,,,0.028,,,8.76,,0.001,17.1,,,,6.71,,,0.55,,0.02,,,4.06,,,0.002,0.005,,0.34,0.33,,,,,,8.06,,0.0022,0.0005,,0.001,0.6,,,0.004,,2.0,,,0.256,,0.005,,0.006,,0.02,,,0.63,2.1,,,,0.001,7.8,,526.0,,,224.0,102.0,,0.02,-31.0,0.0,,,0.002,,,0.003,,0.022,,0.13,,0.001,0.43,,,0.878,,,0.1,,0.004,,0.075,,,11.5,,0.02
YT09FB0003,2020-03-10 14:13,165.0,,,49.3,,,,0.048,,,0.21,,,108.0,,,0.006,,,0.001,,,9.2,,0.2,,,0.033,,,37.4,2.2,37.2,2.8,,0.047,,0.016,5.32,,,0.12,,,0.173,4.6,,,,0.49,,,,0.34,,0.007,,0.05,,0.026,,,0.008,,0.009,,0.005,,,,0.004,,0.001,,0.005,,,249.0,,,0.025,,,0.044,,,8.9,,0.001,,,,,14.3,,,0.534,,0.046,,,3.43,,,0.002,0.005,,0.35,0.33,,,,,,7.93,,,,,0.001,,,,0.008,,2.0,,,0.311,,0.005,,0.014,,0.02,,,0.64,,,,,0.001,,,482.0,,,211.0,86.2,,0.02,-26.4,0.7,,,0.004,,,0.003,,0.006,,0.3,,0.001,2.39,,,0.83,,,0.22,,0.005,,0.147,,,10.8,,0.02
YT09FB0003,2021-01-12 11:12,160.0,,,5.6,,,,0.1,,,0.11,,,76.6,,,0.01,,,0.003,,,6.4,,0.2,,,0.019,65.5,,35.7,1.7,35.9,1.9,,0.011,,0.002,4.93,,,0.09,,,0.023,4.0,,,,0.28,,,,0.224,,,,0.06,,,,,0.001,,,,,229.0,,,,,,,,,,75.5,,,0.008,,,0.05,,,7.28,,,15.8,,,,5.55,,,0.347,,,,,1.62,,,0.001,0.005,,0.35,0.33,,,,,0.002,7.99,,,,,0.002,0.5,,,,,2.0,,,0.18,,,,,,,,,0.39,1.9,,,,0.001,6.9,,494.0,,,146.0,102.0,,,-22.0,0.0,,,,,,0.006,,0.01,,0.05,,0.004,0.74,,,0.585,,,0.06,,,,0.049,,,5.4,,
YT09FB0003,2021-03-15 10:43,163.0,,,3.7,,,,0.067,,,0.13,,,105.0,,,0.01,,,0.003,,,8.7,,0.1,,,0.016,72.4,,38.1,0.3,38.2,0.3,,0.004,,0.001,11.3,,,0.08,,,0.022,3.3,,,,0.38,,,,0.316,,,,0.05,,,,,0.001,,,,,248.0,,,,,,,,,,48.7,,,0.007,,,0.14,,,8.09,,,16.3,,,,5.02,,,0.536,,,,,1.72,,,0.001,0.005,,0.33,0.32,,,,,0.002,7.87,,0.0013,0.0007,,0.002,0.6,,,,,2.0,,,0.23,,,,,,,,,0.59,2.2,,,,0.001,7.5,,475.0,,,201.0,82.1,,,-22.7,1.0,,,,,,0.004,,0.01,,0.05,,0.003,0.42,,,0.821,,,0.07,,,,0.038,,,4.7,,
YT09FB0003,2021-07-12 13:30,105.0,,,40.2,,,,0.933,,,0.31,,,82.7,,,0.01,,,0.002,,,10.8,,0.2,,,0.028,55.9,,23.5,3.0,23.6,3.3,,0.028,,0.007,2.91,,,0.12,,,0.155,9.5,,,,0.87,,,,0.03,,,,0.07,,,,,0.01,,,,,211.0,,,,,,,,,,73.6,,,0.015,,,0.05,,,7.54,,,17.4,,,,20.3,,,0.608,,,,,2.36,,,0.001,0.005,,0.19,0.16,,,,,0.002,8.2,,0.0056,0.0011,,0.002,0.8,,,,,2.0,,,0.44,,,,,,,,,0.34,1.1,,,,0.001,8.2,,430.0,,,217.0,116.0,,,26.7,18.0,,,,,,0.005,,0.01,,0.27,,0.008,1.11,,,0.532,,,0.23,,,,0.059,,,1.9,,
YT09FB0003,2021-09-15 20:15,59.0,,,295.0,,,,2.01,,,0.4,,,65.6,,,0.04,,,0.003,,,12.7,,0.2,,,0.281,43.4,,13.4,6.7,13.5,6.4,,0.267,,0.031,1.35,,,0.42,,,1.58,40.3,,,,1.72,,,,,,,,0.06,,,,,0.033,,,,,184.0,,,,,,,,,,749.0,,,0.13,,,0.16,,,9.84,,,18.5,,,,47.6,,,0.327,,,,,13.0,,,0.006,,,0.3,0.28,,,,,0.008,7.93,,0.0131,0.0019,,0.002,0.6,,,,,6.0,,,0.59,,,,,,,,,0.39,1.8,,,,0.005,7.0,,391.0,,,197.0,,,,5.2,7.8,,,,,,0.007,,0.01,,1.7,,0.003,7.92,,,0.321,,,0.57,,,,0.996,,,30.5,,
YT09FB0003,2022-05-30 14:33,30.6,,,1900.0,,,,0.163,,,1.76,,,134.0,,,0.15,,,0.025,,,9.3,,0.02,,,0.247,16.3,,6.3,18.3,6.4,18.9,,2.63,,0.341,0.61,,,3.64,,,3.75,132.0,,,,7.38,,,,0.019,,,,0.03,,,,,0.509,,,,,61.5,,,,,,,,,,4740.0,,,1.23,,,2.2,,,5.83,,,5.0,,,,175.0,,,0.298,,,,,16.0,,,0.051,0.005,,0.78,0.68,,,,,0.009,7.38,,0.296,0.0145,,0.002,0.8,,,,,169.0,,,3.34,,,,,,,,,0.43,1.0,,,,0.065,2.8,,127.0,,,59.7,27.7,,,15.0,4.0,,,,,,0.046,,0.01,,16.9,,0.007,66.6,,,0.32,,,7.13,,,,3.18,,,47.2,,
YT09FB0003,2022-07-16 14:11,107.0,,,98.5,,,,0.101,,,0.41,,,91.3,,,0.01,,,0.003,,,10.7,,0.02,,,0.032,48.8,,23.4,4.9,23.4,5.5,,0.11,,0.026,2.53,,,0.25,,,0.267,20.4,,,,1.41,,,,0.002,,,,0.08,,,,,0.03,,,,,175.0,,,,,,,,,,275.0,,,0.07,,,0.11,,,5.7,,,13.0,,,,30.8,,,0.686,,,,,3.13,,,0.003,0.005,,0.21,0.17,,,,,0.002,8.15,,0.0131,0.0021,,0.002,0.7,,,,,5.0,,,0.52,,,,,,,,,0.43,1.2,,,,0.002,6.1,,348.0,,,168.0,75.4,,,9.0,19.0,,,,,,0.009,,0.01,,1.16,,0.014,4.32,,,0.551,,,0.51,,,,0.227,,,4.2,,
YT09FB0003,2022-08-02 12:00,85.8,,,192.0,,,,0.116,,,0.45,,,75.4,,,0.02,,,0.003,,,12.8,,0.02,,,0.063,49.5,,18.3,5.3,18.4,5.4,,0.178,,0.039,2.11,,,0.31,,,0.433,17.7,,,,1.58,,,,0.002,,,,0.1,,,,,0.03,,,,,194.0,,,,,,,,,,541.0,,,0.085,,,0.18,,,9.61,,,17.0,,,,23.1,,,0.61,,,,,4.86,,,0.003,0.005,,0.22,0.19,,,,,0.002,8.11,,0.0108,0.002,,0.002,0.6,,,,,5.0,,,0.69,,,,,,,,,0.32,1.4,,,,0.004,7.7,,407.0,,,188.0,122.0,,,17.0,,,,,,,0.011,,0.01,,1.54,,0.041,6.41,,,0.426,,,0.67,,,,0.596,,,10.4,,
YT09FB0003,2022-09-29 11:40,48.4,,,794.0,,,,0.107,,,0.58,,,68.4,,,0.08,,,0.005,,,11.6,,0.02,,,0.168,33.2,,10.4,13.0,10.6,13.7,,0.685,,0.088,0.86,,,1.12,,,2.62,68.8,,,,3.29,,,,0.009,,,,0.09,,,,,0.105,,,,,133.0,,,,,,,,,,1680.0,,,0.315,,,0.34,,,7.42,,,12.1,,,,67.3,,,0.393,,,,,17.3,,,0.037,0.005,,0.48,0.46,,,,,0.008,7.7,,0.0232,0.0038,,0.002,0.5,,,,,11.0,,,1.07,,,,,,,,,0.46,2.5,,,,0.013,7.2,,276.0,,,112.0,84.0,,,,,,,,,,0.013,,0.01,,12.0,,0.025,18.9,,,0.286,,,1.78,,,,1.94,,,46.4,,
YT09FB0003,2022-11-15 10:50,104.0,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,66.8,,24.6,4.5,24.6,5.2,,,,,2.53,,,,,,,15.0,,,,,,,,0.134,,,,0.07,,,,,,,,,,263.0,,,,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,,,,0.005,,0.9,0.4,,,,,,7.95,,0.0433,0.0012,,,0.7,,,,,,,,,,,,,,,,,,2.3,,,,,12.5,,514.0,,,,148.0,,,-14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YT09FB0003,2023-01-04 13:44,143.0,,,4680.0,,,,0.236,,,4.09,,,344.0,,,0.36,,,0.043,,,14.7,,0.02,,,0.847,66.2,,34.6,0.9,34.5,1.3,,5.41,,0.884,4.19,,,7.83,,,13.2,5.5,,,,12.4,,,,,,,,0.06,,,,,1.11,,,,,234.0,,,,,,,,,,11900.0,,,2.28,,,5.16,,,17.5,,,16.6,,,,426.0,,,0.707,,,,,47.3,,,0.039,0.008,,0.71,,,,,,0.016,7.99,,,0.002,,0.002,0.6,,,,,238.0,,,7.74,,,,,,,,,1.02,2.0,,,,0.117,8.9,,471.0,,,248.0,103.0,,,-20.0,0.0,,,,,,0.119,,0.01,,23.8,,0.025,111.0,,,1.24,,,14.6,,,,8.47,,,215.0,,
YT09FB0003,2023-03-03 10:51,155.0,,,464.0,,,,0.118,,,0.54,,,121.0,,,0.04,,,0.006,,,8.4,,0.02,,,0.068,70.0,,33.9,1.4,35.4,1.8,,0.441,,0.108,4.67,,,0.8,,,1.1,3.3,,,,1.25,,,,0.266,,,,0.05,,,,,0.116,,,,,241.0,,,,,,,,,,1160.0,,,0.198,,,0.44,,,8.12,,,16.1,,,,47.9,,,0.534,,,,,5.56,,,0.007,0.005,,0.33,0.31,,,,,0.003,7.96,,0.0407,0.0011,,0.002,0.6,,,,,25.0,,,1.18,,,,,,,,,0.62,2.1,,,,0.01,8.0,,463.0,,,197.0,83.6,,,-26.0,1.0,,,,,,0.018,,0.03,,3.34,,0.005,12.5,,,0.793,,,1.58,,,,0.648,,,22.7,,
YT09FB0003,2023-04-17 12:48,159.0,,,5.2,,,,0.047,,,0.14,,,95.9,,,0.01,,,0.001,,,9.1,,0.2,,,0.018,71.5,,37.6,0.3,38.3,0.3,,0.004,,0.001,5.46,,,0.03,,,0.025,3.8,,,,0.3,,,,0.298,,,,0.07,,,,,0.002,,,,,247.0,,,,,,,,,,52.3,,,0.005,,,0.04,,,8.38,,,16.6,,,,9.32,,,0.493,,,,,1.62,,,0.001,0.005,,0.3,0.31,,,,,0.002,8.02,,0.0013,0.0005,,0.002,0.6,,,,,2.0,,,0.22,,,,,,,,,0.59,2.0,,,,0.001,7.9,,469.0,,,203.0,96.0,,,-12.6,-0.4,,,,,,0.006,,0.01,,0.34,,0.003,0.27,,,0.748,,,0.07,,,,0.036,,,4.1,,
YT09FB0003,2023-08-30 11:00,56.8,,,573.0,,,,0.057,,,0.81,,,70.8,,,0.05,,,0.008,,,13.5,,0.1,,,0.176,45.8,,13.1,6.1,13.1,5.9,,0.547,,0.127,0.97,,,0.95,,,1.4,28.1,,,,2.07,,,,0.068,,,,0.07,,,,,0.135,,,,,190.0,,,,,,,,,,1360.0,,,0.217,,,0.55,,,9.03,,,18.5,,,,66.1,,,0.297,,,,,8.73,,,0.006,0.005,,0.35,0.29,,,,,0.003,7.87,,0.0525,0.0023,,0.002,0.6,,,,,33.0,,,1.34,,,,,,,,,0.4,1.8,,,,0.009,6.5,,393.0,,,193.0,138.0,,,9.8,9.9,,,,,,0.011,,0.01,,3.76,,0.003,20.3,,,0.239,,,1.8,,,,0.8,,,19.3,,
YT09FB0003,2023-11-17 00:00,126.0,,,14.8,,,,0.064,,,0.18,,,91.8,,,0.01,,,0.001,,,11.4,,0.2,,,0.033,66.7,,27.5,1.3,28.1,1.7,,0.019,,0.003,3.26,,,0.08,,,0.174,7.9,,,,0.55,,,,0.082,,,,0.07,,,,,0.004,,,,,253.0,,,,,,,,,,159.0,,,0.013,,,0.04,,,9.23,,,21.1,,,,15.3,,,0.51,,,,,6.38,,,0.001,0.005,,0.31,0.29,,,,,0.003,8.12,,0.0027,0.0008,,0.002,0.6,,,,,2.0,,,0.31,,,,,,,,,0.46,1.8,,,,0.001,8.8,,488.0,,,238.0,128.0,,,-12.0,0.0,,,,,,0.003,,0.01,,0.34,,0.003,0.54,,,0.589,,,0.17,,,,0.088,,,10.4,,
YT09FB0003,2024-01-29 13:40,148.0,,,521.0,,,,0.171,,,0.71,,,118.0,,,0.05,,,0.008,,,10.6,,0.1,,,0.1,70.2,,33.8,2.0,33.7,2.3,,0.504,,0.121,4.64,,,0.99,,,1.68,6.1,,,,1.45,,,,0.316,,,,0.06,,,,,0.112,,,,,247.0,,,,,,,,,,1790.0,,,0.23,,,0.49,,,9.72,,,17.5,,,,88.1,,,0.537,,,,,7.53,,,0.007,0.005,,0.38,0.32,,,,,0.004,7.99,,0.0312,0.0012,,0.002,0.5,,,,,22.0,,,1.28,,,,,,,,,0.64,2.1,,,,0.013,8.0,,494.0,,,220.0,95.3,,,-24.0,-0.1,,,,,,0.012,,0.01,,2.79,,0.004,21.3,,,0.764,,,1.76,,,,0.934,,,34.4,,
YT09FB0003,2024-03-21 14:01,153.0,,,701.0,,,,0.122,,,0.96,,,134.0,,,0.05,,,0.008,,,10.0,,0.1,,,0.106,71.7,,31.8,3.0,31.6,2.9,,0.769,,0.155,4.89,,,1.22,,,2.84,4.5,,,,1.63,,,,0.116,,,,0.04,,,,,0.164,,,,,250.0,,,,,,,,,,2370.0,,,0.326,,,0.64,,,10.0,,,17.2,,,,151.0,,,0.463,,,,,8.11,,,0.01,0.005,,0.38,0.33,,,,,0.003,7.95,,0.0361,0.0005,,0.002,0.4,,,,,50.0,,,1.6,,,,,,,,,0.66,2.1,,,,0.015,8.2,,482.0,,,217.0,83.5,,,15.0,-0.2,,,,,,0.013,,0.01,,3.91,,0.003,20.5,,,0.793,,,2.36,,,,1.25,,,37.4,,
YT09FB0003,2024-04-16 15:33,152.0,,,381.0,,,,0.142,,,0.67,,,120.0,,,0.03,,,0.007,,,8.2,,0.1,,,0.063,69.2,,32.5,2.7,32.8,2.9,,0.518,,0.105,5.24,,,0.73,,,1.61,3.2,,,,1.4,,,,0.274,,,,0.06,,,,,0.087,,,,,241.0,,,,,,,,,,1430.0,,,0.225,,,0.44,,,8.3,,,16.5,,,,111.0,,,0.454,,,,,4.84,,,0.007,0.005,,0.35,0.3,,,,,0.002,7.99,,0.0307,0.001,,0.002,0.4,,,,,21.0,,,1.08,,,,,,,,,0.63,2.0,,,,0.007,7.9,,464.0,,,211.0,81.3,,,3.0,0.2,,,,,,0.015,,0.01,,2.67,,0.003,11.0,,,0.854,,,1.35,,,,0.759,,,24.9,,
